ASV	Domain	Phylum	Class	Order	Family	Genus	Species	
299d22d7691e0215ed0624ba60734bba	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	 s__uncultured_bacterium
9db7734da144bdaa57910762fbe9d656	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Lautropia	 s__metagenome
cf003cd7c228c7f6151d7d6176cbfb20	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_Planctomycetales
b1820fd9abb89f8a0d95102facf2729d	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__uncultured	 s__uncultured_planctomycete
2feff8156e5c608ccf668a3482aed479	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__Fuerstia	 s__uncultured_bacterium
51b89bc54be59aaa984973962beacd13	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Tenacibaculum	
0af6fb96df8b811952a053dc0fb2600e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Pseudahrensia	 s__Ahrensia_sp.
38328a86d25f4b1dd9258ee054844fb0	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae	 g__Litorimonas	 s__uncultured_Alphaproteobacteria
466ccab855eb376fa36e0153ee22c212	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Kiloniellales	 f__Kiloniellaceae	 g__uncultured	
274c6f094eb46ea96effb54fc98e4c05	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Lentimicrobiaceae	 g__Lentimicrobiaceae	
b7e9a7b785cd813824b066d50cbbfb79	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__CL500-3	 s__uncultured_Crater
e435d6e572eabb6d2eb2e2884d587de1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
8bec2119e9904bc52f703f1b1b0d7c99	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
eac1aae628865f18e31b0d4306515b81	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_bacterium
19305e84d0eca4f2689b4fa970e0759e	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Sediminispirochaeta	 s__uncultured_bacterium
b5b0c3dd36e0f3b23fc8216123f1f2cf	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Maribacter	
3d94ff627b7715b15fab5d4032a27a47	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__Vicingus	 s__uncultured_sediment
996890ed3f4c02479089854cd7166a31	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
d890c47054a380304d862876bc55bd31	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Ulvibacter	 s__Ulvibacter_antarcticus
f57f66b911bcf81b6ba8b09eea2d9146	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Pseudozobellia	 s__uncultured_bacterium
c374092bdd8f06217bd49176b088e06a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Schleiferiaceae	 g__Schleiferia	 s__uncultured_bacterium
1d43a25243c3a149b5ffba949bc26bbe	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Shewanellaceae	 g__Shewanella	
04a555bada6f23f166c026eeaa896a8c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
04753a9d0205460f5bd9e5f4f09da63e	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	
2297334eff042070676ed509557816b1	d__Bacteria	 p__Proteobacteria					
50328f04c14b95df8cb1f70779942fad	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__Marivirga	 s__uncultured_bacterium
54a8d7e6384db974d8165ef7dc16d43e	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__Rubinisphaeraceae	 g__SH-PL14	 s__uncultured_bacterium
22563c705b9151e9bfb1ec740c761431	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__uncultured	
4c7f558a7ef9b024237d038ed9fe2044	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__Actinomarinales	 f__uncultured	 g__uncultured	
81b51932b5e9a463a70afbff9e6aa8c3	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Cellvibrionales	 f__Cellvibrionaceae	 g__uncultured	
db4486c0c311e05f0cc9c4845118160e	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales			
6b2dda1194494eaf65ed1e69700ee598	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
833dfd2fe904018e25d36e60a86e9efb	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	
8a76236416be3bbf761119e67032420b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Thiotrichales	 f__Thiotrichaceae	 g__Leucothrix	
17a00f0dff42674951d3238c2f7eac5e	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Cyanobacteriales	 f__Paraspirulinaceae	 g__Spirulina_DRTO-55.2	
9cd67e867bfa481cef3f949ab13a182e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Methylophilaceae	 g__Methylotenera	
75929349709db1b73a6466d1b418e297	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	 s__planctomycete_MS3057
174860bbec7918c3d9e80b2fa46c0908	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Phormidesmiales	 f__Phormidesmiaceae	 g__Phormidesmis_ANT.LACV5.1	
0cbd1055953cd8d41ca1f8c90e24b3a2	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Luteolibacter	 s__Luteolibacter_algae
34de7a171a1d7179995266cfc183133a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae	 g__Octadecabacter	 s__Octadecabacter_temperatus
02bd68c3d971db2092aad5dafd7687e1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
994ac09281a4b791cd6bc7f8dc8b676d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	 s__gamma_proteobacterium
8126bc3308da743f79a0e94fd85488bd	d__Bacteria						
3574df17cdbe354101d766e25f7d679a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Neisseriaceae	 g__uncultured	 s__uncultured_bacterium
9d61f8d76e5fbc29db962a5ca5531ab8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	 s__Portibacter_lacus
cba6743318e1d9bd8948006f5875c5cb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__SZB50	 f__SZB50	 g__SZB50	 s__uncultured_bacterium
f10f0b893bcd917a63306cf53e9123af	d__Bacteria	 p__Cyanobacteria	 c__Vampirivibrionia	 o__Gastranaerophilales	 f__Gastranaerophilales	 g__Gastranaerophilales	
c5f8a4ee4ed22e0ed971ecc4a922aff9	d__Bacteria	 p__Patescibacteria	 c__Gracilibacteria	 o__Absconditabacteriales_(SR1)	 f__Absconditabacteriales_(SR1)	 g__Absconditabacteriales_(SR1)	 s__metagenome
7149987afa5e054013ad3df35ba4e1d2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidetes_VC2.1_Bac22	 f__Bacteroidetes_VC2.1_Bac22	 g__Bacteroidetes_VC2.1_Bac22	 s__uncultured_Alphaproteobacteria
45491c41e131d6c8f37edc4ac6f9d182	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Sulfurimonadaceae	 g__Sulfurimonas	
35a4fc45a11532d9b79440bd24935696	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__marine_metagenome
31141d7a5fcf13e083fec22cb7324bb0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
92504c7054e6b9b9d55d62167aab1d50	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Thalassotalea	 s__Thalassomonas_sp.
c54b2231b932915a337f0c72b1a3146b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Porphyromonas	 s__Porphyromonas_uenonis
24eb3828010f374dc91e146bb7538c5e	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Pricia	 s__Pricia_antarctica
92c30bb794e910a99dd0d655a43d7526	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Rhodopirellula	 s__planctomycete_str.
1e701afe8c63fd31a36b9673ac9743a6	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Nomurabacteria	 f__Candidatus_Nomurabacteria	 g__Candidatus_Nomurabacteria	 s__uncultured_bacterium
57f4a43b49a7bfda4f816b5724506b75	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
3c98c51bf9b7d54048772a94aa9c13b9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__Vicingus	
21017488a24622b9583cea5dc25d35c5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
1a1c00c1dcde1b41887347f36f1fe400	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae		
0fe0178f86a0363252ee1c2f4596e0bf	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__SS1-B-07-19	 f__SS1-B-07-19	 g__SS1-B-07-19	
3898ea8a694b32aebad87ed4faa99260	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia				
f6011ad1f8680908b03e47b384cd186d	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bacteriovoracales	 f__Bacteriovoracaceae	 g__Peredibacter	 s__uncultured_Peredibacter
f9647b4c434e04f9bf8c82b124ee4089	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
a76d55885fac34db5e8bf4e594ed7932	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Lewinella	 s__Lewinella_sp.
58cf38ed15850aa69d0dfecf52512c9e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__Micavibrionaceae	 g__uncultured	 s__uncultured_bacterium
deebb944379463954f6b01cfa3dd8fef	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Sediminispirochaeta	 s__uncultured_Spirochaetes
7276b7ba7f07cbcfe276b0df5b259e0a	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Planctomycetales	 f__uncultured	 g__uncultured	 s__uncultured_Planctomycetales
67787e96219c05e1dad1245e6ff776c6	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bacteriovoracales	 f__Bacteriovoracaceae	 g__Halobacteriovorax	 s__Halobacteriovorax_litoralis
0113573b0a25d69a3b22fee5370ed4cf	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Aquibacter	 s__uncultured_Bacteroidetes
227fc17bfeb0c533ee7641790cc30246	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
0cc84c2b40a18a6731741230dca55769	d__Bacteria	 p__Gemmatimonadota	 c__PAUC43f_marine_benthic_group	 o__PAUC43f_marine_benthic_group	 f__PAUC43f_marine_benthic_group	 g__PAUC43f_marine_benthic_group	 s__uncultured_actinobacterium
6900986c686830f027a510b32b4b9af9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Marinifilaceae	 g__uncultured	 s__uncultured_bacterium
ce07677426b5706fedd3b47562c6a8e6	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Saccharospirillaceae	 g__Reinekea	
1e2e8d92aa93ac2eefd3f02ed76134ce	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Hyphomonadaceae		
678a041464ff995abbb970da9c2d3abb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	 s__uncultured_bacterium
f14b91dae76303b3e5a679a766d346c0	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__uncultured	 s__uncultured_sediment
690f608b9fe6782b45902eb4ad0506d2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
d19f6aa34499da3ff56973ce1b604886	d__Bacteria	 p__WS2	 c__WS2	 o__WS2	 f__WS2	 g__WS2	 s__uncultured_Firmicutes
5c0776184a4731c7f9a7ab337b4f3123	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_bacterium
aa94a89bfa622d22a818ea8bd9c0169d	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__marine_metagenome
183950db62d5582a34c64678c5fb71fe	d__Bacteria	 p__Latescibacterota	 c__Latescibacteria	 o__Latescibacterales	 f__Latescibacteraceae	 g__Latescibacteraceae	 s__uncultured_bacterium
c7a4972d36ea5729e3694747831086b8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	
dd8ec6b21a79f36b38b538024b8055a1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Portibacter	
8eb001df05ddafff956e0f4b94a03a77	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__OM182_clade	 f__OM182_clade	 g__OM182_clade	 s__marine_gamma
b08a8a3cebafbcd1cf3213b72feead3e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
28b05cbeff858a92487eda756961242f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__UBA10353_marine_group	 f__UBA10353_marine_group	 g__UBA10353_marine_group	 s__uncultured_deep-sea
b7105a7525f4889e13f27a58b900af7c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__Reyranellaceae	 g__Reyranella	
7c07672f6d4cd58cd986c5e1d2eb8808	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae		
928af1f1e12c1921fdc8b6930fd8ecdc	d__Bacteria	 p__Chloroflexi	 c__Anaerolineae	 o__Ardenticatenales	 f__uncultured	 g__uncultured	
eee2ce68ad1ec2d8e7262d0679645c88	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Defluviicoccales	 f__uncultured	 g__uncultured	 s__metagenome
603c4c24b1538ec19c59d343133acd7e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__uncultured	 g__uncultured	 s__uncultured_bacterium
1d8c70cc8745d12afbcf0d8909e03b21	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales			
e64e6cf511bb60773b66692231585f90	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Saprospiraceae	 g__Rubidimonas	 s__Rubidimonas_crustatorum
ae71f873e1187ca48099839d576678fd	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	 s__uncultured_bacterium
0b6a7cbc1f5bf999f4a48086b0d6f428	d__Bacteria	 p__Planctomycetota	 c__028H05-P-BN-P5	 o__028H05-P-BN-P5	 f__028H05-P-BN-P5	 g__028H05-P-BN-P5	 s__uncultured_bacterium
5f737f11008bc73191b6c29e18023c8d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia				
847865c06b9482bbe1d824061a740bcc	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Alteromonadales	 f__Colwelliaceae	 g__Colwellia	
2f040cfcf14b21f7d1721b1348de8875	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
8bb8ce87180aecbbfe2f8e5d04d80188	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Chthoniobacterales	 f__Chthoniobacteraceae	 g__Chthoniobacter	
8a21a0d820cd9a7216252e88c93c4944	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium_sensu_stricto_13	
9366209486cdc854e21d8fe133288825	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__uncultured	 g__uncultured	
0a629ebcf5896d5e52a0abfc8993baf5	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__PB19	 f__PB19	 g__PB19	 s__uncultured_bacterium
9c3bf548b414b404ffea050fe56bb9de	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pasteurellales	 f__Pasteurellaceae	 g__Actinobacillus	 s__Haemophilus_parahaemolyticus
8f0e230dea6f2dfe57f97dcfa70344cd	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Haloferula	 s__uncultured_bacterium
728ca6e09a9d6e48199b868709ea1a46	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Micavibrionales	 f__uncultured	 g__uncultured	 s__uncultured_Alphaproteobacteria
81894d89c9aca7cc2e72718555cede87	d__Bacteria	 p__Planctomycetota	 c__Pla3_lineage	 o__Pla3_lineage	 f__Pla3_lineage	 g__Pla3_lineage	 s__uncultured_bacterium
83e3159120e3e071045ffa5cdae2aea7	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	
bd43ccf090283a7e3209a8cd12bdbdb7	d__Bacteria	 p__Campilobacterota	 c__Campylobacteria	 o__Campylobacterales	 f__Arcobacteraceae		
e929f50ac660724ed169c14997c196d3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Maribacter	
195cb1451f5e47177a07fb0a54871d73	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__Bdellovibrio	 s__uncultured_bacterium
342777af3ea8e6449ef3afb9b8030e20	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfobulbaceae	 g__Desulfobulbus	
494919e144ce2d87001c56959b8f05b1	d__Bacteria	 p__Bdellovibrionota	 c__Bdellovibrionia	 o__Bdellovibrionales	 f__Bdellovibrionaceae	 g__OM27_clade	
5cb2a48d945b8c3cbd912d7f2e3bc6c5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Crocinitomicaceae	 g__Crocinitomix	 s__uncultured_bacterium
5733f625a30a195c94d784d22b29c397	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
ea3a23a9d7b7ce267f5bc50c216e1766	d__Bacteria	 p__Cyanobacteria	 c__Cyanobacteriia	 o__Phormidesmiales	 f__Phormidesmiaceae	 g__Phormidesmis_ANT.LACV5.1	
fed04b0f96b8d7bcdd61fa278ce98d1e	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Intrasporangiaceae	 g__Oryzihumus	
16f6cd9b4a75887d0e758255bcad5025	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	
15122a999cb3d13be348367b470be99f	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridia_vadinBB60_group	 f__Clostridia_vadinBB60_group	 g__Clostridia_vadinBB60_group	
1e11164b1958508cee7e45838dc6285d	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Pir4_lineage	 s__uncultured_Planctomycetales
61b71801c159740a44b36c6748ba4782	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__Rubritaleaceae	 g__Roseibacillus	 s__uncultured_bacterium
490244a2bfb31ff872ac9511a6053cc5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Beggiatoales	 f__Beggiatoaceae	 g__Thioflexothrix	 s__uncultured_Beggiatoa
fd4fbc512140b64f663e48e5dd372542	d__Bacteria	 p__Planctomycetota	 c__OM190	 o__OM190	 f__OM190	 g__OM190	 s__uncultured_planctomycete
6137dc4844276540851a710cc6a8da3f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__Cryomorpha	 s__uncultured_deep-sea
40503e5490937a5e9005971909e6407f	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
bcec12892d195dda038a30681a1b4389	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
54b5b83b8d65ec481f4a107c2571a2f8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__Acidiphilium	
b13ee40f94c27f1717274a90d11f9954	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Cryomorphaceae	 g__Vicingus	
f0ce53ee2998a16fb1cefd2e9c20c427	d__Bacteria	 p__Latescibacterota	 c__Latescibacterota	 o__Latescibacterota	 f__Latescibacterota	 g__Latescibacterota	
7603cf11c5dd094e1e2301ab9edc5409	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
232bc75b575590158718508d1f36343f	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Arenicellales	 f__Arenicellaceae	 g__Arenicella	
8238f2a9dda7dbe429c8af6dd4a3a05e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
e9377f0008338e69e670b19d7441ed7a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
d46628d261eff3a115dc6cf2506de87d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Maribacter	
7cef468a970acbd11986073f172b19af	d__Bacteria	 p__Spirochaetota	 c__Spirochaetia	 o__Spirochaetales	 f__Spirochaetaceae	 g__Spirochaeta_2	 s__uncultured_bacterium
098e29963af0a00fee63c564f10873e5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidetes_BD2-2	 g__Bacteroidetes_BD2-2	 s__uncultured_bacterium
a53747b4ac0732c7b3a58256a041e91c	d__Bacteria	 p__Patescibacteria	 c__Parcubacteria	 o__Candidatus_Yonathbacteria	 f__Candidatus_Yonathbacteria	 g__Candidatus_Yonathbacteria	 s__uncultured_bacterium
ff1cbed9a6f7789e5798ada713b5d391	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Taibaiella	 s__uncultured_Bacteroidetes
6fc450cbb6c0801aadf2280725a215da	d__Bacteria	 p__Hydrogenedentes	 c__Hydrogenedentia	 o__Hydrogenedentiales	 f__Hydrogenedensaceae	 g__Hydrogenedensaceae	 s__uncultured_bacterium
abe3606f526480b76c590dba972ca3df	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Dokdonia	
ddae4ff9093c7c9f91e280e85e860fa2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Mariniflexile	 s__Mariniflexile_sp.
793aed3d93bdbbefdd8fdc3a1a9a0e8c	d__Bacteria						
20db3924dcc1c6ea309ce74341401b41	d__Bacteria	 p__Desulfobacterota	 c__Desulfobulbia	 o__Desulfobulbales	 f__Desulfobulbaceae	 g__uncultured	 s__uncultured_delta
3c5f9acee36631bcc8dadd63286d1dc5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Wenyingzhuangia	
f125794a506ee1ae751a9a743630f531	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacteriaceae	
2e39c7c93c819c50048547547c0ee6af	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Anaplasmataceae	 g__Neorickettsia	
2c16a2f0fb258004023a09d2298b0a84	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__uncultured	 s__uncultured_bacterium
ba4ed1d7fdba6755698650180c77b9c3	d__Bacteria	 p__Planctomycetota	 c__Planctomycetes	 o__Pirellulales	 f__Pirellulaceae	 g__Blastopirellula	
5043733cb0e986cd1978ea20fada7ad8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Polaribacter	
79f58cfa91d658a9f5340a7b59f5d18e	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Verrucomicrobiales	 f__DEV007	 g__DEV007	 s__uncultured_Verrucomicrobium
